PLAYER_ID,player,pos,team,gp,g,a,p,soi,+/-
8479411,Vitaly Abramov,L,Ottawa Senators,2,0,0,0,1166,0
8478569,Noel Acciari,C,Florida Panthers,41,4,7,11,37868,0
8480884,Calen Addison,D,Minnesota Wild,3,0,0,0,3333,0
8475844,Kenny Agostino,L,Toronto Maple Leafs,1,0,0,0,248,0
8475461,Andrew Agozzino,L,Anaheim Ducks,3,0,1,1,2192,0
8482072,Jack Ahcan,D,Boston Bruins,3,0,0,0,3715,-3
8478427,Sebastian Aho,C,Carolina Hurricanes,56,24,33,57,65421,16
8480222,Sebastian Aho,D,New York Islanders,3,1,1,2,2403,-1
8479329,Frederic Allard,D,Nashville Predators,1,0,0,0,1019,-2
8479322,Wade Allison,R,Philadelphia Flyers,14,4,3,7,10863,1
8481629,Olle Alsing,D,Ottawa Senators,4,0,0,0,2599,-1
8475729,Mark Alt,D,Los Angeles Kings,2,0,0,0,1630,0
8478020,Michael Amadio,C,"Los Angeles Kings,Ottawa Senators",25,0,3,3,18825,-3
8479315,Joey Anderson,R,Toronto Maple Leafs,1,0,0,0,576,1
8476981,Josh Anderson,R,Montréal Canadiens,52,17,7,24,51225,-10
8479998,Mikey Anderson,D,Los Angeles Kings,54,1,10,11,68611,0
8479994,Jaret Anderson-Dolan,C,Los Angeles Kings,34,7,4,11,27560,-9
8480072,Lias Andersson,C,Los Angeles Kings,23,3,3,6,16651,-4
8478397,Rasmus Andersson,D,Calgary Flames,56,5,16,21,71313,-9
8476404,Andy Andreoff,C,Philadelphia Flyers,6,0,0,0,3099,-6
8478074,Anthony Angello,R,Pittsburgh Penguins,19,2,2,4,9101,4
8473573,Artem Anisimov,C,Ottawa Senators,19,2,7,9,13709,1
8478891,Mason Appleton,C,Winnipeg Jets,56,12,13,25,48425,11
8476326,Josh Archibald,R,Edmonton Oilers,52,7,6,13,42259,2
8476469,Joel Armia,R,Montréal Canadiens,41,7,7,14,36178,10
8478042,Viktor Arvidsson,R,Nashville Predators,50,10,15,25,49814,9
8479335,Rasmus Asplund,C,Buffalo Sabres,28,7,4,11,21596,1
8479944,Zach Aston-Reese,L,Pittsburgh Penguins,45,9,6,15,39482,10
8476960,Andreas Athanasiou,C,Los Angeles Kings,47,10,13,23,42157,-6
8474715,Cam Atkinson,R,Columbus Blue Jackets,56,15,19,34,63618,-16
8477979,Nicolas Aube-Kubel,R,Philadelphia Flyers,50,3,9,12,33520,-3
8470655,David Backes,R,Anaheim Ducks,15,3,1,4,11461,-4
8474150,Mikael Backlund,C,Calgary Flames,54,9,23,32,57006,-7
8473563,Nicklas Backstrom,C,Washington Capitals,55,15,38,53,61363,0
8480860,Kevin Bahl,D,New Jersey Devils,7,0,2,2,7105,0
8474573,Josh Bailey,R,New York Islanders,54,8,27,35,56699,12
8477473,Justin Bailey,R,Vancouver Canucks,3,0,0,0,1224,-2
8478870,Rudolfs Balcers,L,San Jose Sharks,41,8,9,17,36190,-6
8482222,Alexander Barabanov,L,"Toronto Maple Leafs,San Jose Sharks",22,3,5,8,16252,1
8477964,Ivan Barbashev,C,St. Louis Blues,38,5,7,12,30445,5
8477493,Aleksander Barkov,C,Florida Panthers,50,26,32,58,62812,12
8479718,Alex Barre-Boulet,C,Tampa Bay Lightning,15,3,0,3,13727,0
8475197,Tyson Barrie,D,Edmonton Oilers,56,8,40,48,71892,4
8480289,Morgan Barron,C,New York Rangers,5,1,0,1,4107,-1
8474749,Matt Bartkowski,D,Minnesota Wild,1,0,0,0,782,-1
8478445,Mathew Barzal,C,New York Islanders,55,17,28,45,61787,15
8479414,Nathan Bastian,R,New Jersey Devils,41,3,7,10,31047,0
8480208,Drake Batherson,R,Ottawa Senators,56,17,17,34,55352,-17
8479945,Gavin Bayreuther,D,Columbus Blue Jackets,9,1,0,1,8309,-1
8474291,Jay Beagle,C,Vancouver Canucks,30,1,4,5,22534,-2
8479402,Jake Bean,D,Carolina Hurricanes,42,1,11,12,36635,-2
8478451,Ethan Bear,D,Edmonton Oilers,43,2,6,8,46341,-1
8480814,Nicolas Beaudin,D,Chicago Blackhawks,19,2,4,6,15708,1
8476470,Nathan Beaulieu,D,Winnipeg Jets,25,0,1,1,25091,-5
8478463,Anthony Beauvillier,L,New York Islanders,47,15,13,28,46251,15
8477930,Pierre-Edouard Bellemare,C,Colorado Avalanche,53,9,2,11,36019,6
8479356,Kieffer Bellows,L,New York Islanders,14,3,0,3,9257,0
8478011,Louie Belpedio,D,Minnesota Wild,1,0,0,0,838,-1
8475968,Alex Belzile,R,Montréal Canadiens,2,0,1,1,1277,-1
8480205,Emil Bemstrom,C,Columbus Blue Jackets,20,3,2,5,15427,2
8473994,Jamie Benn,L,Dallas Stars,52,11,24,35,55485,13
8474818,Jordie Benn,D,"Vancouver Canucks,Winnipeg Jets",39,1,9,10,34527,7
8477935,Sam Bennett,C,"Calgary Flames,Florida Panthers",48,10,17,27,41534,-2
8476988,Matt Benning,D,Nashville Predators,53,1,3,4,51924,-1
8481122,Simon Benoit,D,Anaheim Ducks,6,0,0,0,6191,-3
8470638,Patrice Bergeron,C,Boston Bruins,54,23,25,48,59039,27
8481640,Lean Bergmann,C,San Jose Sharks,1,0,0,0,619,-1
8480879,Jacob Bernard-Docker,D,Ottawa Senators,5,0,0,0,4098,2
8477479,Tyler Bertuzzi,L,Detroit Red Wings,9,5,2,7,10592,0
8473415,Alex Biega,D,Detroit Red Wings,13,0,3,3,8316,-1
8478056,Clark Bishop,C,Ottawa Senators,13,0,3,3,7388,2
8475868,Anthony Bitetto,D,New York Rangers,14,1,3,4,12130,-8
8478075,Anders Bjork,L,"Boston Bruins,Buffalo Sabres",45,5,6,11,37481,-13
8477416,Oliver Bjorkstrand,R,Columbus Blue Jackets,56,18,26,44,59168,-15
8481600,Tobias Bjornfot,D,Los Angeles Kings,33,1,5,6,33349,-3
8475760,Nick Bjugstad,C,Minnesota Wild,44,6,11,17,31180,7
8476278,Colin Blackwell,C,New York Rangers,47,12,10,22,39498,2
8478104,Sammy Blais,L,St. Louis Blues,36,8,7,15,26059,0
8479571,Joachim Blichfeld,R,San Jose Sharks,5,1,0,1,2607,-2
8477320,Anton Blidh,L,Boston Bruins,10,1,0,1,6464,-5
8476927,Teddy Blueger,C,Pittsburgh Penguins,43,7,15,22,38313,10
8478444,Brock Boeser,R,Vancouver Canucks,56,23,26,49,64914,-3
8474567,Zach Bogosian,D,Toronto Maple Leafs,45,0,4,4,39250,7
8474009,Nick Bonino,C,Minnesota Wild,55,10,16,26,49024,0
8480871,Adam Boqvist,D,Chicago Blackhawks,35,2,14,16,35679,-7
8480003,Jesper Boqvist,C,New Jersey Devils,28,4,3,7,18740,-5
8478840,Will Borgen,D,Buffalo Sabres,10,0,0,0,9758,-4
8480158,Andreas Borgman,D,Tampa Bay Lightning,7,0,2,2,5023,-2
8474697,Mark Borowiecki,D,Nashville Predators,22,0,1,1,18053,-2
8474145,Robert Bortuzzo,D,St. Louis Blues,40,1,4,5,33991,-3
8480803,Evan Bouchard,D,Edmonton Oilers,14,2,3,5,12461,-2
8477474,Madison Bowey,D,Chicago Blackhawks,2,0,1,1,1337,1
8476329,Travis Boyd,C,"Toronto Maple Leafs,Vancouver Canucks",39,5,5,10,25102,-5
8475098,Tyler Bozak,C,St. Louis Blues,31,5,12,17,27738,-3
8480073,Erik Brannstrom,D,Ottawa Senators,30,2,11,13,29444,3
8473544,Derick Brassard,C,Arizona Coyotes,53,8,12,20,47050,-10
8479407,Jesper Bratt,L,New Jersey Devils,46,7,23,30,44370,4
8474027,Justin Braun,D,Philadelphia Flyers,53,1,5,6,58924,0
8478465,Guillaume Brisebois,D,Vancouver Canucks,1,0,0,0,691,0
8474673,TJ Brodie,D,Toronto Maple Leafs,56,1,13,14,72433,23
8476463,Jonas Brodin,D,Minnesota Wild,53,9,14,23,71341,2
8477380,Jonny Brodzinski,C,New York Rangers,5,1,0,1,3400,0
8482240,Mathias Brome,L,Detroit Red Wings,26,1,1,2,21291,-9
8478996,Adam Brooks,C,Toronto Maple Leafs,11,4,1,5,7047,4
8477015,Connor Brown,R,Ottawa Senators,56,21,14,35,61294,1
8470606,Dustin Brown,R,Los Angeles Kings,49,17,14,31,51806,-3
8477384,Josh Brown,D,Ottawa Senators,26,0,1,1,22060,-1
8479366,Logan Brown,C,Ottawa Senators,1,0,0,0,580,0
8477887,Patrick Brown,C,Vegas Golden Knights,4,0,0,0,2183,0
8480196,Jacob Bryson,D,Buffalo Sabres,38,1,8,9,43424,-1
8477402,Pavel Buchnevich,L,New York Rangers,54,20,28,48,60694,12
8479382,Connor Bunnaman,C,Philadelphia Flyers,18,0,1,1,12488,-6
8478047,Michael Bunting,L,Arizona Coyotes,21,10,3,13,21032,-1
8477444,Andre Burakovsky,L,Colorado Avalanche,53,19,25,44,47993,4
8470613,Brent Burns,D,San Jose Sharks,56,7,22,29,87836,-13
8477335,Kyle Burroughs,D,Colorado Avalanche,5,0,1,1,3024,1
8477355,Will Butcher,D,New Jersey Devils,23,1,10,11,26264,-3
8482124,Quinton Byfield,C,Los Angeles Kings,6,0,1,1,5403,1
8481524,Bowen Byram,D,Colorado Avalanche,19,0,2,2,19963,1
8474038,Paul Byron,L,Montréal Canadiens,46,5,11,16,35474,5
8479381,Nick Caamano,L,Dallas Stars,24,0,1,1,13454,-7
8479465,Drake Caggiula,C,"Arizona Coyotes,Buffalo Sabres",38,3,7,10,28278,-6
8474685,Matt Calvert,L,Colorado Avalanche,18,0,3,3,14915,-2
8478476,Kyle Capobianco,D,Arizona Coyotes,2,0,0,0,1735,-2
8478443,Brandon Carlo,D,Boston Bruins,27,3,1,4,30309,1
8474590,John Carlson,D,Washington Capitals,52,10,34,44,74200,-5
8478506,Gabriel Carlsson,D,Columbus Blue Jackets,14,1,3,4,12419,-6
8479523,Lucas Carlsson,D,Chicago Blackhawks,12,0,1,1,9404,1
8477846,Ryan Carpenter,C,Chicago Blackhawks,40,4,1,5,30459,-10
8477901,Daniel Carr,L,Washington Capitals,6,0,1,1,3682,-2
8476941,Connor Carrick,D,New Jersey Devils,11,1,1,2,12322,-2
8475842,Sam Carrick,C,Anaheim Ducks,13,2,4,6,10079,4
8478851,Alexandre Carrier,D,Nashville Predators,19,1,2,3,22854,3
8477478,William Carrier,L,Vegas Golden Knights,52,6,9,15,32483,0
8470604,Jeff Carter,C,"Los Angeles Kings,Pittsburgh Penguins",54,17,13,30,53671,3
8482654,Jackson Cates,C,Philadelphia Flyers,4,0,1,1,2544,-3
8481540,Cole Caufield,R,Montréal Canadiens,10,4,1,5,8376,-1
8476879,Cody Ceci,D,Pittsburgh Penguins,53,4,13,17,58888,18
8478416,Erik Cernak,D,Tampa Bay Lightning,46,5,13,18,54605,8
8478469,Thomas Chabot,D,Ottawa Senators,49,6,25,31,77275,-15
8475808,Michael Chaput,C,Arizona Coyotes,13,0,0,0,7334,-7
8465009,Zdeno Chara,D,Washington Capitals,55,2,8,10,60463,5
8478970,Jalen Chatfield,D,Vancouver Canucks,18,0,1,1,14512,-11
8480276,Ivan Chekhovich,L,San Jose Sharks,4,0,1,1,2517,-3
8475279,Ben Chiarot,D,Montréal Canadiens,41,1,6,7,53597,-16
8475163,Alex Chiasson,R,Edmonton Oilers,45,9,7,16,33707,-10
8478488,Filip Chlapik,C,Ottawa Senators,1,0,0,0,431,1
8480053,Alexander Chmelevski,C,San Jose Sharks,5,0,2,2,2926,-2
8479395,Dennis Cholowski,D,Detroit Red Wings,16,1,2,3,15261,-1
8479345,Jakob Chychrun,D,Arizona Coyotes,56,18,23,41,78584,-6
8480078,Filip Chytil,C,New York Rangers,42,8,14,22,33327,9
8478519,Anthony Cirelli,C,Tampa Bay Lightning,50,9,13,22,53241,0
8475231,Casey Cizikas,C,New York Islanders,56,7,7,14,46484,-2
8476368,Fredrik Claesson,D,"San Jose Sharks,Tampa Bay Lightning",6,0,0,0,4459,0
8479348,Kale Clague,D,Los Angeles Kings,18,0,6,6,18582,-6
8475160,Kyle Clifford,L,St. Louis Blues,50,4,3,7,29795,-5
8477365,Connor Clifton,D,Boston Bruins,44,1,6,7,48092,10
8473504,Cal Clutterbuck,R,New York Islanders,50,4,7,11,40309,-5
8470601,Braydon Coburn,D,"Ottawa Senators,New York Islanders",19,0,2,2,18291,-3
8479639,Dylan Coghlan,D,Vegas Golden Knights,29,3,3,6,23469,-3
8471699,Andrew Cogliano,C,Dallas Stars,54,5,6,11,45121,-8
8474013,Ian Cole,D,"Colorado Avalanche,Minnesota Wild",54,1,7,8,51447,21
8476399,Blake Coleman,C,Tampa Bay Lightning,55,14,17,31,51035,15
8479525,Ross Colton,C,Tampa Bay Lightning,30,9,3,12,19016,3
8471260,Blake Comeau,R,Dallas Stars,51,4,10,14,48165,-13
8477456,J.T. Compher,L,Colorado Avalanche,48,10,8,18,40946,10
8480031,Max Comtois,L,Anaheim Ducks,55,16,17,33,51059,3
8475246,Kevin Connauton,D,Florida Panthers,7,0,1,1,5970,4
8475792,Brett Connolly,R,"Florida Panthers,Chicago Blackhawks",31,3,3,6,22589,3
8478398,Kyle Connor,L,Winnipeg Jets,56,26,24,50,62961,-4
8477429,Andrew Copp,C,Winnipeg Jets,55,15,24,39,60226,2
8476393,Nick Cousins,C,Nashville Predators,52,5,13,18,41686,4
8474053,Logan Couture,C,San Jose Sharks,53,17,14,31,61255,-11
8476461,Sean Couturier,C,Philadelphia Flyers,45,18,23,41,52186,-4
8475745,Charlie Coyle,C,Boston Bruins,51,6,10,16,49845,-4
8481528,Dylan Cozens,C,Buffalo Sabres,41,4,9,13,35316,-15
8476390,Joseph Cramarossa,C,Minnesota Wild,4,0,1,1,2584,-1
8471675,Sidney Crosby,C,Pittsburgh Penguins,55,24,38,62,67314,8
8478474,Lawson Crouse,L,Arizona Coyotes,51,4,9,13,43749,-10
8477680,Josh Currie,R,Pittsburgh Penguins,1,0,0,0,444,0
8478512,Austin Czarnik,C,New York Islanders,4,0,0,0,2998,-1
8477814,Kevin Czuczman,D,Pittsburgh Penguins,2,0,0,0,1398,-3
8481523,Kirby Dach,C,Chicago Blackhawks,18,2,8,10,20057,-3
8474149,Evgenii Dadonov,R,Ottawa Senators,55,13,7,20,51410,-9
8480839,Rasmus Dahlin,D,Buffalo Sabres,56,5,18,23,72603,-36
8477936,Michael Dal Colle,L,New York Islanders,26,1,3,4,18572,1
8474610,Zac Dalpe,C,Columbus Blue Jackets,12,2,1,3,7649,-2
8476479,Phillip Danault,C,Montréal Canadiens,53,5,19,24,53645,9
8475869,Brandon Davidson,D,Buffalo Sabres,6,0,0,0,5521,-4
8479602,Jeremy Davies,D,Nashville Predators,16,0,1,1,14439,3
8475177,Calvin de Haan,D,Chicago Blackhawks,44,1,9,10,49149,-16
8477455,Jacob de la Rose,L,St. Louis Blues,13,0,1,1,7955,-2
8478029,Chase De Leo,C,Anaheim Ducks,1,0,0,0,806,-2
8477520,Jean-Sebastien Dea,C,Buffalo Sabres,1,0,0,0,333,-1
8477950,Tony DeAngelo,D,New York Rangers,6,0,1,1,6651,-6
8479337,Alex DeBrincat,L,Chicago Blackhawks,52,32,24,56,64084,3
8478498,Jake DeBrusk,L,Boston Bruins,41,5,9,14,36639,1
8477215,Danny DeKeyser,D,Detroit Red Wings,47,4,8,12,51041,3
8474584,Michael Del Zotto,D,Columbus Blue Jackets,53,4,9,13,56879,5
8480848,Ty Dellandrea,C,Dallas Stars,26,3,2,5,19478,0
8476331,Dylan DeMelo,D,Winnipeg Jets,52,0,9,9,52949,10
8474218,Jason Demers,D,Arizona Coyotes,41,0,4,4,42406,-4
8480844,Grigori Denisenko,L,Florida Panthers,7,0,4,4,5015,1
8478408,Travis Dermott,D,Toronto Maple Leafs,51,2,4,6,40466,-1
8475235,Nicolas Deslauriers,L,Anaheim Ducks,49,5,5,10,33274,-7
8476858,Phillip Di Giuseppe,L,New York Rangers,31,1,7,8,20633,2
8477450,Jason Dickinson,C,Dallas Stars,51,7,8,15,49554,-2
8475455,Brenden Dillon,D,Washington Capitals,56,2,17,19,63650,15
8477043,Christian Djoos,D,Detroit Red Wings,36,2,9,11,32583,-13
8480865,Noah Dobson,D,New York Islanders,46,3,11,14,45247,1
8477503,Max Domi,C,Columbus Blue Jackets,54,9,15,24,49319,-18
8477987,Ryan Donato,C,San Jose Sharks,50,6,14,20,37805,-11
8475820,Joonas Donskoi,R,Colorado Avalanche,51,17,14,31,44490,14
8474563,Drew Doughty,D,Los Angeles Kings,56,8,26,34,88640,-14
8475343,Nic Dowd,C,Washington Capitals,56,11,4,15,48284,4
8475413,Justin Dowling,C,Dallas Stars,27,1,4,5,17935,-4
8477934,Leon Draisaitl,C,Edmonton Oilers,56,31,53,84,74553,29
8480326,Sheldon Dries,C,Colorado Avalanche,3,0,0,0,1406,1
8477494,Jonathan Drouin,L,Montréal Canadiens,44,2,21,23,42477,-8
8482142,Jamie Drysdale,D,Anaheim Ducks,24,3,5,8,28199,-12
8479346,Dillon Dube,C,Calgary Flames,51,11,11,22,41731,-1
8479400,Pierre-Luc Dubois,L,"Columbus Blue Jackets,Winnipeg Jets",46,9,12,21,41489,-8
8475168,Matt Duchene,C,Nashville Predators,34,6,7,13,32298,-12
8477407,Anthony Duclair,L,Florida Panthers,43,10,22,32,40466,27
8476856,Matt Dumba,D,Minnesota Wild,51,6,15,21,68176,1
8475208,Brian Dumoulin,D,Pittsburgh Penguins,41,4,10,14,54992,18
8478407,Vince Dunn,D,St. Louis Blues,43,6,14,20,49663,-8
8482623,Josh Dunne,C,Columbus Blue Jackets,6,0,0,0,3739,-1
8477989,Christian Dvorak,C,Arizona Coyotes,56,17,14,31,61847,-11
8476288,Ryan Dzingel,C,"Carolina Hurricanes,Ottawa Senators",40,8,5,13,30498,-5
8475236,Cody Eakin,C,Buffalo Sabres,46,3,4,7,35698,-9
8474586,Jordan Eberle,R,New York Islanders,55,16,17,33,55302,9
8471303,Alexander Edler,D,Vancouver Canucks,52,0,8,8,65228,-8
8476441,Joel Edmundson,D,Montréal Canadiens,55,3,10,13,66156,28
8477940,Nikolaj Ehlers,L,Winnipeg Jets,47,21,25,46,47714,15
8478403,Jack Eichel,C,Buffalo Sabres,21,2,16,18,25827,-9
8477932,Aaron Ekblad,D,Florida Panthers,35,11,11,22,52691,5
8475218,Mattias Ekholm,D,Nashville Predators,48,6,17,23,65869,19
8475171,Oliver Ekman-Larsson,D,Arizona Coyotes,46,3,21,24,57887,-17
8474189,Lars Eller,C,Washington Capitals,44,8,15,23,43144,-1
8475176,Ryan Ellis,D,Nashville Predators,35,5,13,18,49911,1
8478115,Pierre Engvall,L,Toronto Maple Leafs,42,7,5,12,30062,2
8474589,Tyler Ennis,C,Edmonton Oilers,30,3,6,9,21827,0
8480025,MacKenzie Entwistle,R,Chicago Blackhawks,5,1,1,2,2945,1
8470626,Loui Eriksson,L,Vancouver Canucks,7,0,1,1,4023,-3
8478493,Joel Eriksson Ek,C,Minnesota Wild,56,19,11,30,57315,16
8477454,Adam Erne,L,Detroit Red Wings,45,11,9,20,37587,-1
8478133,Jake Evans,C,Montréal Canadiens,47,3,10,13,33375,2
8477952,Robby Fabbri,C,Detroit Red Wings,30,10,8,18,31085,3
8479371,Dante Fabbro,D,Nashville Predators,40,2,10,12,46356,-1
8476889,Radek Faksa,C,Dallas Stars,55,6,8,14,57521,-15
8480797,Joel Farabee,L,Philadelphia Flyers,55,20,18,38,52860,0
8480063,David Farrance,D,Nashville Predators,2,0,0,0,2175,3
8477392,Hudson Fasching,R,Arizona Coyotes,5,0,0,0,2839,-3
8475855,Jesper Fast,R,Carolina Hurricanes,46,6,13,19,42219,-4
8475753,Justin Faulk,D,St. Louis Blues,56,7,18,25,81512,11
8479983,Mario Ferraro,D,San Jose Sharks,56,1,16,17,75350,-6
8477942,Kevin Fiala,L,Minnesota Wild,50,20,20,40,50699,-2
8470047,Valtteri Filppula,C,Detroit Red Wings,38,6,9,15,35562,-1
8478432,Christian Fischer,R,Arizona Coyotes,52,3,8,11,39778,-10
8477938,Haydn Fleury,D,"Carolina Hurricanes,Anaheim Ducks",47,3,1,4,43421,-12
8477998,Warren Foegele,L,Carolina Hurricanes,53,10,10,20,45010,4
8476396,Steven Fogarty,C,Buffalo Sabres,9,1,2,3,6334,2
8475220,Marcus Foligno,L,Minnesota Wild,39,11,15,26,35012,19
8473422,Nick Foligno,L,"Columbus Blue Jackets,Toronto Maple Leafs",49,7,13,20,52239,2
8479984,Cal Foote,D,Tampa Bay Lightning,35,1,2,3,27067,9
8481518,Nolan Foote,L,New Jersey Devils,6,1,1,2,3487,-1
8475762,Derek Forbort,D,Winnipeg Jets,56,2,10,12,69694,1
8480029,Alex Formenton,L,Ottawa Senators,20,4,2,6,14393,6
8476887,Filip Forsberg,L,Nashville Predators,39,12,20,32,42802,-9
8478055,Gustav Forsling,D,Florida Panthers,43,5,12,17,51453,17
8480853,Liam Foudy,C,Columbus Blue Jackets,24,0,4,4,18134,0
8475764,Cam Fowler,D,Anaheim Ducks,56,5,18,23,73115,-4
8479323,Adam Fox,D,New York Rangers,55,5,42,47,81531,19
8479365,Trent Frederic,C,Boston Bruins,42,4,1,5,28363,-8
8478017,Mark Friedman,D,"Philadelphia Flyers,Pittsburgh Penguins",9,2,1,3,5965,1
8476924,Martin Frk,R,Los Angeles Kings,1,0,0,0,561,-1
8475278,Byron Froese,C,Calgary Flames,6,1,0,1,2985,1
8473564,Michael Frolik,R,Montréal Canadiens,8,0,0,0,5494,-3
8480028,Morgan Frost,C,Philadelphia Flyers,2,0,0,0,1228,0
8476545,Kurtis Gabriel,R,San Jose Sharks,11,0,0,0,5060,1
8479981,Jonah Gadjovich,L,Vancouver Canucks,1,0,0,0,295,-1
8474040,Sam Gagner,C,Detroit Red Wings,42,7,8,15,38911,-4
8476851,Alex Galchenyuk,C,"Ottawa Senators,Toronto Maple Leafs",34,5,8,13,25921,-8
8475848,Brendan Gallagher,R,Montréal Canadiens,35,14,9,23,31520,10
8479580,Dylan Gambrell,C,San Jose Sharks,49,5,7,12,47124,-18
8474581,Jake Gardiner,D,Carolina Hurricanes,26,0,8,8,25034,-1
8479587,Rhett Gardner,C,Dallas Stars,28,1,1,2,16738,-9
8478856,Conor Garland,R,Arizona Coyotes,49,12,27,39,52687,-3
8478874,Adam Gaudette,C,"Vancouver Canucks,Chicago Blackhawks",40,5,6,11,26691,-15
8477919,Frederick Gaudreau,C,Pittsburgh Penguins,19,2,8,10,14893,10
8476346,Johnny Gaudreau,L,Calgary Flames,56,19,30,49,61870,2
8477512,Frederik Gauthier,C,Arizona Coyotes,2,0,0,0,809,0
8479328,Julien Gauthier,R,New York Rangers,30,2,6,8,17357,-6
8478882,Vladislav Gavrikov,D,Columbus Blue Jackets,55,2,10,12,64024,-13
8478446,Glenn Gawdin,C,Calgary Flames,7,0,1,1,2908,-1
8479987,Morgan Geekie,C,Carolina Hurricanes,36,3,6,9,21140,1
8471804,Nathan Gerbe,C,Columbus Blue Jackets,9,1,2,3,6002,0
8479364,Tim Gettinger,L,New York Rangers,2,0,0,0,1406,-2
8470612,Ryan Getzlaf,C,Anaheim Ducks,48,5,12,17,47749,-14
8478502,Dennis Gilbert,D,Colorado Avalanche,3,0,0,0,1209,0
8470966,Mark Giordano,D,Calgary Flames,56,9,17,26,77085,5
8479398,Samuel Girard,D,Colorado Avalanche,48,5,27,32,66887,15
8473512,Claude Giroux,C,Philadelphia Flyers,54,16,27,43,58662,-4
8479996,Cody Glass,C,Vegas Golden Knights,27,4,6,10,23555,6
8476822,Luke Glendening,C,Detroit Red Wings,54,6,9,15,47966,3
8471274,Alex Goligoski,D,Arizona Coyotes,56,3,19,22,77302,2
8476624,Barclay Goodrow,C,Tampa Bay Lightning,55,6,14,20,49898,16
8476906,Shayne Gostisbehere,D,Philadelphia Flyers,41,9,11,20,49053,-2
8476826,Yanni Gourde,C,Tampa Bay Lightning,56,17,19,36,57368,10
8475798,Mikael Granlund,C,Nashville Predators,51,13,14,27,59543,-1
8474683,Derek Grant,C,Anaheim Ducks,46,6,9,15,40198,-4
8476344,Tyler Graovac,C,Vancouver Canucks,14,3,1,4,8169,-3
8477435,Ryan Graves,D,Colorado Avalanche,54,2,13,15,61741,15
8472382,Andy Greene,D,New York Islanders,55,1,4,5,58007,9
8478413,Jordan Greenway,L,Minnesota Wild,56,6,26,32,53070,5
8478421,A.J. Greer,L,New Jersey Devils,1,0,0,0,513,0
8479393,Noah Gregor,C,San Jose Sharks,30,5,1,6,21104,-16
8476888,Mikhail Grigorenko,C,Columbus Blue Jackets,32,4,8,12,26407,-2
8476428,Rocco Grimaldi,R,Nashville Predators,40,10,3,13,30764,-3
8480913,Jordan Gross,D,Arizona Coyotes,7,0,3,3,5539,-3
8479336,Carl Grundstrom,R,Los Angeles Kings,47,6,5,11,35179,-10
8476891,Matt Grzelcyk,D,Boston Bruins,37,5,15,20,43831,11
8475462,Radko Gudas,D,Florida Panthers,54,2,9,11,56925,6
8475790,Erik Gudbranson,D,"Ottawa Senators,Nashville Predators",45,1,3,4,48353,-12
8477404,Jake Guentzel,L,Pittsburgh Penguins,56,23,34,57,68098,7
8474125,Carl Gunnarsson,D,St. Louis Blues,12,0,2,2,10387,-2
8478495,Denis Gurianov,R,Dallas Stars,55,12,18,30,52308,0
8477038,Nikita Gusev,L,"New Jersey Devils,Florida Panthers",31,4,6,10,26695,-12
8481019,David Gustafsson,C,Winnipeg Jets,4,0,0,0,1396,-1
8476979,Erik Gustafsson,D,"Philadelphia Flyers,Montréal Canadiens",29,1,11,12,29080,-1
8481813,Gaetan Haas,C,Edmonton Oilers,34,2,1,3,23153,-6
8479542,Brandon Hagel,L,Chicago Blackhawks,52,9,15,24,43645,-7
8474176,Carl Hagelin,L,Washington Capitals,56,6,10,16,47379,7
8477462,Robert Hagg,D,Philadelphia Flyers,34,2,3,5,31959,-3
8479980,Nicolas Hague,D,Vegas Golden Knights,52,5,12,17,49905,14
8479333,Libor Hajek,D,New York Rangers,44,2,2,4,40316,2
8475825,Jani Hakanpaa,D,"Anaheim Ducks,Carolina Hurricanes",57,2,2,4,61632,4
8474230,Micheal Haley,L,Ottawa Senators,4,0,0,0,1450,-1
8475791,Taylor Hall,L,"Buffalo Sabres,Boston Bruins",53,10,23,33,56793,-6
8476462,Dougie Hamilton,D,Carolina Hurricanes,55,10,32,42,74983,20
8474612,Travis Hamonic,D,Vancouver Canucks,38,3,7,10,44157,-3
8482248,Fredrik Handemark,C,San Jose Sharks,8,1,0,1,4538,-3
8478396,Noah Hanifin,D,Calgary Flames,47,4,11,15,56434,-2
8477810,Joel Hanley,D,Dallas Stars,35,0,8,8,27337,6
8482635,Mike Hardman,L,Chicago Blackhawks,8,1,2,3,5274,0
8478424,Jansen Harkins,C,Winnipeg Jets,26,1,1,2,13099,-2
8477433,Ben Harpur,D,Nashville Predators,34,0,7,7,33519,2
8476449,Scott Harrington,D,Columbus Blue Jackets,12,1,2,3,11767,-3
8477451,Ryan Hartman,R,Minnesota Wild,51,7,15,22,46118,0
8477903,Garnet Hathaway,R,Washington Capitals,56,6,12,18,41395,7
8475287,Erik Haula,L,Nashville Predators,51,9,12,21,48969,4
8477963,Jayce Hawryluk,C,Vancouver Canucks,30,2,3,5,17353,-7
8477401,John Hayden,C,Arizona Coyotes,29,2,3,5,17076,-4
8475763,Kevin Hayes,C,Philadelphia Flyers,55,12,19,31,57824,-2
