PLAYER_ID,POS
8470131,C
8467422,D
8468121,R
8474662,D
8474511,D
8471713,R
8473496,L
8446053,D
8470383,L
8475080,G
8471704,D
8475270,D
8473687,C
8473491,C
8475638,C
8471781,G
8470370,L
8470735,R
8471282,D
8471711,D
8481624,R
8477149,R
8478857,L
8480873,D
8480796,D
8481638,L
8481813,C
8481515,L
8481640,C
8479983,D
8479996,C
8480018,C
8481554,R
8481572,D
8477409,C
8479985,D
8479323,D
8479982,D
8477330,L
8479358,L
8479382,C
8477038,L
8481559,C
8480205,C
8481650,L
8478492,G
8479980,D
8480003,C
8478007,G
8479381,R
8479587,C
8481600,D
8480940,D
8480865,D
8478043,R
8478507,D
8480849,C
8479328,R
8480789,R
8479933,C
8481019,C
8476987,D
8478367,C
8478508,C
8479393,C
8481523,C
8480797,L
8478833,C
8479379,R
8476947,L
8480186,R
8479424,C
8478058,L
8480871,D
8478888,C
8480185,C
8480247,R
8481649,L
8479530,G
8479526,L
8479335,C
8479288,G
8480011,C
8480028,C
8479671,R
8478115,L
8479359,L
8480021,C
8478039,G
8481637,L
8479369,D
8481105,D
8480051,G
8478477,C
8478040,R
8479734,D
8478436,R
8479571,R
8480213,G
8479348,D
8478424,C
8477974,C
8481516,C
8480913,D
8478996,C
8475748,L
8478838,C
8478021,D
8478975,L
8481641,L
8478013,D
8476974,C
8478048,G
8478859,D
8478434,R
8480043,D
8480162,G
8478074,R
8479356,L
8477992,G
8480384,C
8477983,C
8480184,D
8478133,C
8479347,L
8480853,C
8481630,D
8480027,L
8479510,R
8481642,R
8480822,R
8480014,C
8480064,C
8479557,C
8479748,C
8479188,G
8479523,D
8479998,D
8475825,D
8481812,D
8479987,C
8480814,D
8479542,L
8481582,L
8481581,D
8475968,R
8479355,D
8477314,C
8478435,G
8479979,G
8482222,L
8481014,D
8479984,D
8480070,D
8480459,C
8481535,L
8481068,C
8480883,D
8481528,C
8480817,D
8482109,L
8482240,L
8482062,L
8481077,L
8478467,D
8478864,L
8480798,C
8482116,L
8477970,G
8478024,G
8478009,G
8479378,D
8482247,D
8482248,C
8480947,G
8478970,D
8481524,D
8480058,D
8480848,C
8481599,D
8481580,C
8482055,L
8478904,C
8480037,C
8479573,L
8481147,C
8482245,D
8479973,G
8481560,R
8480467,D
8480053,C
8479639,D
8477544,C
8482246,G
8482067,D
8480884,D
8480201,R
8478446,C
8479718,C
8481533,C
8480196,D
8479525,C
8481501,G
8478057,C
8479661,L
8482063,L
8480845,C
8480844,L
8481001,G
8480293,D
8479602,D
8480313,G
8479329,D
8479462,D
8479546,C
8479406,G
8482072,D
8482142,D
8480025,R
8482241,L
8479705,L
8481031,G
8478967,C
8480833,R
8479550,C
8482641,D
8478049,D
8477335,D
8481740,R
8480280,G
8480063,D
8481626,C
8479387,D
8480373,G
8480226,R
8480879,D
8479322,R
8482623,C
8481596,C
8480807,D
8481518,L
8481519,G
8481708,D
8482654,C
8480045,G
8481540,R
8480802,C
8481178,D
8480813,C
8482635,L
8481122,D
8482124,C
8482369,D
8480860,D
8479986,R
8480276,L
8480289,C
8475920,G
8481522,C
8480056,D
8481629,D
8481618,C
8480831,D
8479419,L
8481546,D
8480890,R
8482179,C
8479516,C
8478069,L
8480466,D
8481058,R
8480448,C
8480221,C
8479981,L
8480008,C
8479367,R
8479547,C
8480846,L
